id,sex,age,marital,child,educ,source,smoke,smokenum,op1,op2,op3,op4,op5,op6,mast1,mast2,mast3,mast4,mast5,mast6,mast7,pn1,pn2,pn3,pn4,pn5,pn6,pn7,pn8,pn9,pn10,pn11,pn12,pn13,pn14,pn15,pn16,pn17,pn18,pn19,pn20,lifsat1,lifsat2,lifsat3,lifsat4,lifsat5,pss1,pss2,pss3,pss4,pss5,pss6,pss7,pss8,pss9,pss10,sest1,sest2,sest3,sest4,sest5,sest6,sest7,sest8,sest9,sest10,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,Rop2,Rop4,Rop6,Rmast1,Rmast3,Rmast4,Rmast6,Rmast7,Rpss4,Rpss5,Rpss7,Rpss8,Rsest3,Rsest5,Rsest7,Rsest9,Rsest10,Rpc1,Rpc2,Rpc7,Rpc11,Rpc15,Rpc16,toptim,tmast,tposaff,tnegaff,tlifesat,tpstress,tslfest,tmarlow,tpcoiss,agegp3,agegp5,educrec,LG10negaff,MAH+AF8-1,COO+AF8-1,MAH+AF8-2
304,2,36,4,1,3,4,2,0,3,3,4,3,5,1,2,4,2,4,4,4,1,5,2,1,4,1,5,5,2,5,3,2,4,4,1,4,2,5,4,1,1,6,6,6,6,4,3,2,4,4,4,3,3,3,4,2,4,4,1,4,1,4,1,4,2,1,1,1,1,1,0,0,1,1,0,0,5,3,3,4,4,3,1,3,4,4,4,4,2,3,5,5,1,1,3,3,5,3,3,1,1,4,2,2,3,3,4,4,4,3,4,1,3,5,2,1,1,23,20,45,16,28,28,39,6,49,2,3,2,1.2041199827,0.9459615221,0.0002945288,4.2291909702
437,1,24,1,2,5,1,2,0,4,2,4,2,4,2,2,4,3,2,4,2,2,4,2,1,4,1,3,4,1,4,1,2,3,4,1,4,1,4,3,2,2,5,6,5,4,3,4,4,3,4,4,3,3,3,3,4,4,4,3,2,3,2,1,2,3,2,1,1,1,0,0,0,0,0,0,0,4,3,3,3,4,5,5,3,3,4,5,4,3,4,2,2,4,5,4,4,4,3,2,3,3,3,2,2,3,3,2,2,4,2,3,2,3,1,1,4,4,24,22,37,14,23,31,27,3,60,1,1,4,1.1461280357,0.0130337438,0.0008102542,4.2235329705
403,2,56,4,2,4,,2,,5,1,5,1,5,4,1,4,1,1,4,1,1,4,1,1,3,1,4,4,1,5,1,1,3,4,1,2,1,4,5,1,1,6,7,7,7,6,1,1,2,2,5,2,5,5,1,1,4,4,1,4,1,4,1,4,1,1,1,1,1,0,1,1,1,1,0,1,1,1,5,4,5,4,1,4,5,5,1,5,5,4,1,1,5,5,5,5,2,4,4,4,4,4,4,1,1,1,4,4,4,4,4,5,5,5,5,5,5,27,28,38,10,33,15,40,8,86,3,5,3,1,4.783757794,0.0029091065,4.1154511265
311,1,40,4,1,2,8,2,0,4,2,4,2,4,2,2,4,1,2,4,2,2,2,4,3,2,1,3,2,3,3,4,4,2,2,3,2,3,2,2,3,3,3,3,3,3,4,3,4,3,3,2,3,3,3,4,4,3,4,2,3,4,4,3,3,2,2,1,1,1,1,0,0,0,0,1,0,3,3,4,4,4,2,4,2,3,3,4,3,3,3,3,3,3,3,4,4,4,3,4,3,3,3,3,4,3,3,3,1,2,3,3,3,3,2,2,3,3,24,24,22,31,16,34,29,5,53,2,3,1,1.4913616938,1.5027467928,0.0058419801,4.1060859833
499,1,36,1,2,5,9,2,,3,1,5,3,5,1,1,4,1,1,1,1,2,4,2,1,4,1,5,4,2,3,1,2,4,4,1,2,1,3,5,2,2,3,3,6,2,2,3,1,2,5,5,3,5,5,2,1,4,4,1,4,1,4,1,4,1,1,1,1,1,0,1,0,0,1,1,0,1,2,5,1,5,5,1,5,5,2,5,5,4,1,4,1,5,5,5,3,5,4,4,4,4,3,1,1,1,1,4,4,4,4,4,5,4,5,1,2,5,26,24,38,15,16,16,40,6,70,2,3,4,1.1760912591,0.6452248106,0.0041985683,4.0933013311
103,2,23,3,2,5,1,1,4,2,1,4,1,4,3,3,3,1,2,4,3,2,5,3,2,3,3,3,3,3,3,2,4,4,3,2,4,2,4,3,1,1,5,6,6,7,7,4,3,4,3,3,5,3,2,3,4,4,4,1,4,2,3,2,3,4,4,0,1,1,1,0,0,0,0,0,0,4,4,3,4,3,3,2,3,3,2,4,2,2,2,2,2,3,2,5,5,3,2,4,3,2,3,3,3,3,4,4,3,3,1,1,2,2,4,2,4,4,23,21,35,23,31,36,30,3,50,1,1,4,1.361727836,0.8854043716,0.0039189548,4.0810607073
14,1,26,4,2,5,1,1,5,3,3,4,1,5,3,2,4,1,1,4,1,1,4,1,1,4,1,4,5,1,4,1,1,5,4,1,3,1,3,3,1,1,7,7,7,7,6,1,1,3,5,5,1,4,5,2,2,4,4,1,4,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,3,1,5,1,5,5,2,1,1,5,5,3,5,3,3,4,4,4,4,1,1,2,1,4,4,3,4,4,5,5,5,5,5,5,23,27,39,10,34,15,39,10,77,1,2,4,1,2.3733175613,0.0045809112,4.0400115028
316,2,60,4,1,4,8,2,0,3,1,3,1,5,1,1,4,4,2,4,1,1,5,1,3,5,1,3,5,2,5,1,1,5,5,3,5,2,5,5,2,1,6,6,6,6,3,2,3,3,4,4,4,4,4,2,1,4,4,1,3,1,4,2,3,3,1,1,1,1,1,1,1,1,1,0,1,4,2,5,4,3,4,3,3,5,4,1,5,4,4,1,1,5,5,5,5,5,4,1,3,4,4,2,2,2,2,4,4,3,2,4,2,4,3,5,5,5,26,24,48,17,27,23,35,9,75,3,5,3,1.2304489214,1.4435788605,3.93550717970717E+AC0-06,4.0055885528
28,1,27,2,2,3,1,2,0,3,3,3,3,4,2,2,2,1,2,4,2,2,3,3,5,3,2,4,4,3,3,3,3,3,3,5,3,2,3,3,4,3,3,4,3,6,4,3,4,4,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,3,3,1,1,1,1,0,1,1,1,1,0,3,3,3,3,2,1,4,2,3,3,2,2,2,2,3,3,2,2,3,3,4,3,4,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,4,3,3,20,22,32,33,20,32,25,8,45,1,2,2,1.5185139399,2.4475588293,0.00107903,3.9803264714
209,1,70,4,2,6,1,2,,3,3,5,1,5,2,2,3,2,2,3,1,1,5,1,1,3,1,2,5,1,3,1,1,2,2,1,1,1,3,3,1,1,7,7,7,7,4,1,2,2,4,3,1,5,4,3,2,4,4,1,3,2,4,1,1,2,1,1,1,1,1,1,0,0,0,0,1,1,1,5,5,5,3,3,4,2,4,1,1,4,3,2,2,3,3,3,5,4,3,3,3,4,4,2,3,1,2,4,3,4,3,4,5,5,3,5,4,4,25,23,29,10,32,19,34,6,68,3,5,5,1,0.3787018187,0.0019062546,3.9753796614
535,2,46,7,2,4,1,2,0,3,2,4,2,4,1,1,1,1,1,4,1,1,5,2,1,3,1,4,4,1,4,2,2,4,4,1,4,1,3,4,2,1,5,6,5,5,3,4,2,4,4,3,3,4,4,5,3,4,4,1,4,1,4,4,4,1,1,1,1,1,0,0,0,1,1,0,0,2,3,5,4,5,3,2,1,5,4,2,3,2,3,4,4,3,3,4,4,5,4,4,4,4,4,2,3,2,2,4,4,1,4,4,4,3,4,4,2,2,24,25,39,14,24,30,37,5,60,3,4,3,1.1461280357,0.9763231583,0.0023012433,3.937252226
518,2,39,7,1,5,3,2,0,4,2,3,2,4,2,3,4,2,2,2,2,3,3,4,2,2,1,4,3,4,3,4,4,2,2,2,3,2,2,2,5,5,4,3,3,2,2,3,4,5,3,3,4,3,3,3,4,3,4,2,3,2,3,2,3,3,2,1,1,0,0,0,1,0,1,0,0,4,2,2,3,2,2,3,4,4,4,3,3,3,4,2,2,3,4,4,4,4,2,3,3,3,2,3,3,3,3,3,3,3,2,3,2,4,3,3,4,4,23,19,26,33,14,35,30,4,58,2,3,4,1.5185139399,0.5129518976,0.0024182185,3.929164617
377,2,55,4,2,2,5,2,0,4,2,5,1,3,2,2,3,1,4,3,3,3,5,4,1,5,1,5,5,3,3,5,2,2,4,1,4,2,5,4,2,1,5,2,5,6,6,4,4,3,4,4,3,3,4,5,4,4,4,1,4,2,3,2,4,3,1,1,1,1,0,0,1,0,1,0,0,2,2,4,5,5,5,1,4,5,5,1,5,4,4,2,2,4,5,4,5,4,3,4,1,2,2,2,2,3,2,4,3,3,2,4,4,4,5,5,4,4,25,18,42,22,24,32,35,5,81,3,5,1,1.3424226808,7.5004109586,0.0160241694,3.9195533319
254,1,33,4,2,5,1,2,0,3,1,4,1,5,1,3,1,3,2,3,1,1,3,1,1,1,1,3,3,2,3,1,1,2,3,1,2,1,2,4,1,1,6,5,7,7,6,2,2,2,3,5,5,4,4,2,1,4,4,1,3,1,4,1,4,1,1,0,1,1,0,0,0,0,1,0,1,1,1,5,4,4,4,1,1,1,2,2,3,4,3,1,1,3,1,5,5,5,2,2,3,4,4,3,1,2,2,4,4,4,4,4,5,5,5,4,5,5,27,19,26,11,31,22,39,4,64,2,3,4,1.0413926852,1.0537683923,0.0030580765,3.9077188292
369,2,38,7,2,5,1,2,0,2,3,3,3,3,2,2,3,3,1,3,2,3,3,4,2,2,2,3,1,2,3,4,3,2,2,4,1,3,2,2,3,2,3,3,4,2,3,4,4,4,4,3,4,4,3,4,3,3,3,1,3,3,2,3,3,2,2,0,1,0,0,0,0,1,0,0,0,3,3,3,3,4,4,4,2,3,3,4,2,2,3,2,2,3,3,3,3,4,3,2,4,3,2,2,3,2,3,4,2,2,3,3,3,3,2,2,4,4,18,20,21,29,15,33,28,2,53,2,3,4,1.4623979979,0.4223542382,0.0009013814,3.8952481025
231,1,26,1,2,4,1,1,60,2,3,3,4,4,3,3,3,3,3,3,3,3,4,3,2,4,2,3,2,4,3,4,4,2,2,4,3,2,3,3,3,3,5,6,6,6,4,3,2,3,3,3,3,3,3,4,2,3,3,2,3,2,3,3,3,3,2,1,1,1,1,1,0,1,0,0,1,3,4,3,4,3,2,4,3,4,3,3,2,2,2,3,3,3,2,3,2,3,2,2,2,2,2,3,3,3,3,3,3,2,2,3,3,2,2,3,3,3,17,16,29,31,27,29,28,7,49,1,2,3,1.4913616938,2.1710666106,0.0015694401,3.8775847514
315,2,31,4,1,4,8,1,40,3,3,5,2,5,2,2,4,2,1,4,2,1,5,2,1,5,1,5,5,2,4,1,1,5,5,1,4,1,4,5,1,1,7,5,5,6,7,2,2,2,4,4,3,4,4,3,2,4,4,1,4,1,4,1,4,3,1,1,1,1,1,1,0,0,1,0,1,4,2,5,4,4,4,2,4,5,5,1,4,4,4,2,1,4,4,3,4,4,3,3,4,3,4,2,2,2,2,4,4,4,2,4,2,4,4,5,4,5,24,25,47,12,30,22,38,7,75,2,2,3,1.079181246,1.488407299,3.58326010943909E+AC0-06,3.8694242658
489,1,27,2,2,4,8,1,7,1,3,3,2,4,1,1,4,2,1,4,3,4,3,2,3,1,1,4,1,1,2,3,4,1,3,2,1,3,3,4,2,1,4,5,5,4,1,1,3,3,3,3,2,3,4,3,2,3,4,1,3,2,4,3,2,2,3,0,1,1,0,0,0,0,0,0,0,4,4,2,3,4,3,4,2,3,3,4,3,3,3,2,2,4,5,3,4,5,4,3,4,2,1,3,3,3,2,4,3,2,3,2,2,2,2,2,4,4,20,22,23,22,19,25,30,2,54,1,2,3,1.3424226808,0.4711111828,0.0004775907,3.8674963959
438,2,35,1,2,6,9,1,110,3,1,3,2,4,1,2,3,3,3,4,2,3,3,4,2,2,1,3,3,4,2,1,3,2,3,1,3,3,3,2,4,4,5,5,5,4,6,3,4,5,3,3,5,3,3,4,5,3,3,2,3,3,2,3,3,2,2,1,1,1,1,1,1,0,1,0,0,5,2,3,3,2,4,4,2,3,3,4,3,2,4,3,3,4,4,5,4,5,3,2,2,3,2,3,3,3,3,3,2,2,3,3,1,4,2,2,3,3,24,19,26,27,25,38,27,7,52,2,3,5,1.4313637642,0.6597788631,0.0046267868,3.8599507356
419,1,44,4,1,4,1,1,100,3,2,3,2,3,1,2,3,1,2,4,2,1,3,1,1,4,1,3,3,1,2,1,2,3,3,1,2,1,2,4,1,1,5,4,5,7,7,3,1,1,4,4,1,3,4,2,2,4,4,1,3,1,3,1,4,2,1,1,1,1,0,1,1,0,0,1,0,4,4,5,3,3,2,3,4,5,5,1,3,3,3,2,4,3,4,4,4,5,3,4,3,3,4,2,2,3,2,4,4,4,3,4,2,2,3,5,4,2,22,24,29,11,28,19,37,6,61,2,4,3,1.0413926852,0.4115635762,0.0023900403,3.7837913306
313,2,46,7,1,4,8,2,0,4,2,5,1,5,1,1,4,1,1,4,2,1,5,3,1,4,1,5,5,1,4,1,2,5,5,1,5,2,4,5,2,1,2,3,3,2,2,2,3,3,5,3,3,4,4,2,3,4,4,2,4,2,2,3,2,3,2,1,1,1,1,0,0,1,0,0,0,1,1,5,5,5,4,3,4,4,4,2,4,4,4,2,2,4,5,4,5,5,4,4,4,3,4,1,3,2,2,3,3,2,2,3,5,5,3,4,4,4,28,27,47,15,12,24,29,5,77,3,4,3,1.1760912591,2.3733175613,0.0017195437,3.7303004996
538,2,28,3,2,3,7,2,0,5,2,4,1,5,1,1,4,1,1,4,1,1,4,1,1,4,1,5,5,1,5,2,2,4,4,1,4,1,4,4,1,1,7,7,7,7,7,2,2,1,5,4,2,4,5,2,1,4,4,1,4,1,4,1,4,1,4,1,1,1,0,0,0,1,0,0,0,1,1,4,4,5,5,1,4,5,5,1,5,5,5,1,1,4,5,4,5,5,4,4,4,4,4,1,2,2,1,4,4,4,4,1,5,5,5,5,5,5,28,28,43,12,35,16,37,4,86,1,2,2,1.079181246,4.783757794,0.0014411342,3.7023800065
295,2,37,4,2,6,1,2,0,4,1,4,1,4,2,2,3,2,1,3,2,1,5,5,2,1,2,4,4,4,4,2,2,4,4,1,4,2,4,4,1,1,6,6,6,6,6,2,2,2,4,4,2,4,4,2,2,4,4,1,4,1,4,2,4,4,3,1,1,1,0,0,0,0,1,0,0,3,2,4,4,4,3,3,3,4,4,2,3,4,3,2,2,4,4,5,5,4,3,3,4,3,4,2,2,2,2,4,4,3,1,2,3,4,3,4,4,4,26,23,38,22,30,20,34,4,66,2,3,5,1.3424226808,0.209421816,0.0013093332,3.697635621
120,2,74,8,2,5,6,2,0,5,3,4,1,4,1,4,3,2,1,4,1,1,5,1,1,5,1,4,4,1,3,1,1,4,4,1,5,1,5,4,1,1,7,7,7,6,7,2,2,1,4,4,1,4,4,1,1,4,4,1,4,1,4,1,4,1,1,1,1,1,0,1,0,1,1,1,0,2,2,5,5,4,5,1,4,4,4,2,5,4,5,1,1,5,5,3,5,5,1,3,4,4,4,2,2,2,2,4,4,4,4,4,4,4,5,4,5,5,26,23,43,10,34,16,40,7,82,3,5,4,1,3.7029970473,0.0079453508,3.6579963199
368,2,82,8,2,4,6,2,0,4,1,4,1,4,1,2,3,2,2,4,2,1,3,3,1,3,1,3,3,1,2,1,1,1,3,1,1,1,3,3,1,1,6,5,6,6,6,3,2,3,4,4,3,4,4,3,2,3,3,1,3,1,2,1,4,1,1,1,1,1,1,1,0,1,1,0,0,1,2,5,4,5,4,2,3,4,4,5,4,5,5,2,1,1,4,5,5,5,3,3,3,3,4,2,2,2,2,4,4,4,4,4,5,4,4,1,4,5,27,23,25,12,29,24,35,7,71,3,5,3,1.079181246,0.775880877,1.38681081376755E+AC0-06,3.6519943481
161,1,43,1,2,4,1,2,0,3,3,4,3,4,2,2,3,1,1,4,1,2,4,1,1,3,1,4,5,2,4,1,2,4,4,1,1,1,3,4,1,1,4,4,2,2,4,3,3,3,4,4,3,3,3,3,4,4,4,1,4,1,3,3,3,2,2,1,1,1,0,1,0,1,1,1,0,2,3,5,3,4,3,2,3,4,3,3,3,3,2,3,3,3,4,3,3,4,3,4,4,4,3,2,2,3,3,4,4,2,3,3,4,3,4,3,3,3,21,25,36,12,16,29,34,7,60,2,4,3,1.079181246,0.9763231583,0.0014993445,3.6229245022
456,2,24,1,2,5,1,2,0,2,3,4,2,4,2,2,4,3,2,4,2,1,5,3,2,4,1,5,3,2,4,1,4,5,4,3,5,3,5,3,4,3,5,5,5,4,4,2,4,4,3,4,3,4,4,3,2,3,3,2,3,1,3,3,3,2,2,1,1,1,1,0,0,0,0,0,0,2,4,4,3,5,4,3,2,3,3,3,4,4,4,3,2,4,5,3,4,4,3,2,3,3,4,3,2,2,2,3,4,2,3,3,4,2,3,3,3,4,21,23,43,26,23,27,30,4,64,1,1,4,1.414973348,0.1165466422,0.0001289689,3.5984762759
40,1,36,4,1,3,1,2,0,1,3,4,3,4,1,4,3,2,2,3,3,3,3,4,2,2,1,1,3,2,3,2,4,3,3,1,2,4,3,3,1,1,3,5,4,4,6,3,3,4,2,2,4,3,3,3,5,3,4,1,3,1,2,3,4,3,1,1,1,1,0,0,0,0,1,0,0,4,2,4,3,3,1,5,4,4,4,2,4,3,1,4,3,2,2,3,3,5,1,3,3,2,2,4,4,3,3,4,4,2,2,4,2,4,1,4,2,3,20,17,26,22,22,36,32,4,51,2,3,2,1.3424226808,1.4837601181,0.0022866009,3.5836962834
60,1,45,4,1,6,1,2,0,3,1,4,1,5,1,1,4,1,1,4,1,1,4,1,1,4,1,5,5,1,5,3,3,4,4,1,4,1,4,5,1,1,5,5,5,4,3,2,1,1,5,4,2,4,4,2,2,4,4,1,1,1,4,1,4,1,1,1,1,1,0,0,1,1,0,0,0,1,1,3,5,5,5,1,5,5,5,1,5,5,5,1,1,5,5,5,5,5,4,4,4,4,4,1,2,2,2,4,4,4,4,4,5,5,5,5,5,5,27,28,44,14,22,17,37,5,88,3,4,5,1.1461280357,5.4168277747,0.0002987028,3.5803992735
290,1,50,4,1,4,8,1,200,2,2,3,3,4,3,2,3,2,1,4,1,1,3,1,1,3,1,4,4,1,3,1,2,4,4,1,3,1,4,4,1,1,3,2,4,2,3,3,3,3,4,3,3,4,3,3,3,4,4,1,4,1,4,1,4,1,1,1,1,1,0,1,1,1,0,0,0,2,3,5,4,4,4,2,5,4,4,2,4,4,4,1,2,4,2,4,3,3,3,3,4,4,4,2,3,2,3,4,4,4,4,4,4,3,4,4,5,4,19,25,36,11,14,28,40,6,72,3,5,3,1.0413926852,1.0421687407,0.0024764019,3.5588985741
367,1,27,1,2,5,1,1,20,2,4,3,3,3,3,2,3,2,2,3,3,3,2,2,1,2,1,2,3,2,3,1,2,1,2,1,3,1,3,3,3,2,1,2,2,1,1,3,4,3,3,2,2,3,3,4,2,4,3,1,4,3,2,2,3,1,1,1,1,1,1,0,0,0,0,1,0,3,4,4,3,4,2,5,1,3,3,2,2,4,2,5,4,2,2,2,3,3,3,3,3,2,2,3,4,3,3,4,2,3,4,4,3,2,1,4,1,2,16,19,24,16,7,31,33,5,45,1,2,4,1.2041199827,1.7001819185,4.55105392341813E+AC0-06,3.5528951504
467,1,21,1,2,3,9,2,0,4,1,4,1,4,2,1,4,2,1,4,1,1,5,2,1,2,1,5,5,1,5,2,2,5,5,1,5,1,5,5,1,1,6,7,5,4,3,3,2,3,5,5,2,5,5,5,2,4,4,1,4,3,4,1,3,1,1,1,1,1,0,1,0,1,1,0,1,1,1,5,4,5,4,4,3,3,5,1,5,1,1,1,1,5,4,5,5,4,4,3,4,4,4,1,1,1,1,4,2,4,4,4,5,5,2,5,5,5,26,27,47,13,25,21,37,7,72,1,1,2,1.1139433523,1.8343389059,2.58569355747799E+AC0-05,3.5429651791
32,1,31,3,2,6,9,2,0,2,3,2,3,3,3,3,2,3,3,2,3,2,2,3,1,3,3,3,2,4,1,3,3,2,2,1,4,3,2,2,4,4,3,4,3,3,3,2,3,4,2,3,3,3,3,3,3,3,3,1,3,1,3,3,3,2,1,0,1,1,0,0,0,0,1,0,0,4,4,2,2,2,2,4,3,3,3,4,3,2,2,4,4,2,4,3,3,3,2,2,2,2,3,4,3,3,3,4,4,2,3,4,2,2,2,2,2,2,16,15,23,29,16,31,32,3,42,2,2,5,1.4623979979,3.513446603,0.00205722,3.5322350232
217,2,49,4,1,4,4,1,150,5,1,5,1,5,1,2,4,1,1,4,1,1,3,2,1,2,1,3,3,1,3,1,2,1,3,1,3,1,4,3,1,1,5,6,6,6,5,3,3,2,5,4,2,4,4,2,1,4,4,1,4,1,4,1,4,1,1,1,1,0,0,1,0,1,1,1,1,1,1,5,5,5,5,1,3,5,5,1,5,4,3,3,3,4,5,5,5,5,3,4,4,4,4,1,2,2,2,4,4,4,4,4,5,5,5,5,3,3,30,27,28,12,28,20,40,7,80,3,4,3,1.079181246,2.9259192413,5.08724353860583E+AC0-07,3.5304014082
58,1,49,4,1,2,, ,,3,4,4,4,4,4,3,3,2,2,3,4,4,5,4,1,4,1,5,5,2,3,5,3,2,4,1,5,1,5,5,5,2,5,5,5,4,4,3,3,2,4,3,2,4,4,3,3,2,1,4,3,3,4,2,2,2,2,0,1,1,1,0,1,0,0,1,0,1,3,1,2,3,3,4,3,2,2,1,3,2,3,3,2,3,3,2,2,2,2,3,3,1,1,2,3,2,2,1,2,3,3,3,5,3,2,5,3,4,17,16,43,25,23,25,24,5,52,3,4,1,1.3979400087,2.1100193103,0.0063442357,3.5254930672
497,2,48,4,2,3,8,2,,2,1,3,3,3,2,1,2,1,1,3,3,1,4,2,2,3,4,2,3,2,2,1,3,1,4,4,3,3,3,3,3,2,3,3,4,4,5,3,3,3,4,4,3,4,4,3,2,4,4,1,4,1,3,3,2,1,1,0,0,0,0,0,0,0,1,0,0,3,2,1,3,4,4,3,2,3,2,5,1,3,3,3,4,2,1,5,3,4,4,4,4,2,4,2,2,2,2,4,4,2,4,4,3,4,3,1,3,2,20,23,28,26,19,25,35,1,45,3,4,2,1.414973348,3.0449233338,0.0024172575,3.4532669977
453,2,20,1,2,3,1,2,0,3,2,3,2,5,1,3,3,1,1,1,2,2,5,4,3,3,2,4,3,3,3,2,3,4,3,3,5,3,4,4,3,2,4,6,4,2,2,5,3,4,3,4,4,3,3,4,3,4,4,2,3,2,3,1,3,3,3,0,0,1,0,0,0,0,0,0,0,3,4,2,3,2,5,4,4,4,3,2,5,3,5,1,1,5,5,4,4,5,2,4,4,3,3,3,2,3,3,3,3,4,2,2,3,2,2,4,5,5,24,20,38,28,18,34,31,1,67,1,1,2,1.4471580313,0.9964808557,0.004591594,3.4384857202
485,1,25,7,2,5,1,1,20,4,1,4,4,4,2,1,4,1,1,4,2,1,3,1,1,4,1,4,4,2,4,1,1,3,3,1,5,1,5,4,2,1,5,5,6,6,6,2,3,2,4,5,1,5,5,2,1,4,4,1,4,1,4,1,4,1,1,0,1,1,1,0,0,0,0,0,0,1,2,5,4,5,3,1,4,3,4,2,4,4,4,2,1,5,4,5,2,4,4,4,4,3,4,2,1,1,1,4,4,4,4,4,5,4,5,4,4,5,23,27,39,12,28,16,40,3,76,1,2,4,1.079181246,2.2273194157,0.0031809588,3.4260772612
303,2,58,5,2,2,7,2,0,5,1,5,2,5,1,2,4,2,2,2,1,1,4,2,1,5,1,5,5,1,5,1,1,4,5,1,4,1,4,5,1,1,6,6,6,6,3,2,2,3,5,5,2,4,5,4,2,4,4,1,4,1,4,1,4,1,1,1,1,1,1,1,0,0,0,0,0,2,2,3,4,4,4,2,4,4,4,1,4,2,4,2,2,4,4,5,4,5,3,3,3,4,4,1,1,2,1,4,4,4,4,4,4,4,4,5,4,4,29,23,46,11,27,20,40,5,70,3,5,1,1.0413926852,0.6243866503,0.0013037416,3.4192066496
216,1,31,4,1,4,1,2,,4,1,5,1,5,1,1,4,1,1,4,1,1,4,2,2,5,1,5,4,1,5,1,2,4,4,2,4,1,5,5,2,1,5,6,6,7,3,3,4,3,4,3,3,4,5,4,1,4,4,1,4,1,4,1,4,1,1,1,1,1,1,0,0,1,1,1,0,1,3,2,4,5,3,2,5,5,5,1,5,3,3,2,5,4,4,5,5,5,4,4,4,4,4,2,3,2,1,4,4,4,4,4,5,3,4,5,4,1,29,28,45,15,27,26,40,7,70,2,2,3,1.1760912591,2.4697717898,0.0035110603,3.4047960739
188,2,29,1,2,2,8,2,0,3,1,5,1,5,1,1,4,1,1,4,1,1,5,1,1,4,1,5,4,1,5,1,1,4,4,1,5,1,5,4,1,1,5,5,5,4,7,2,2,3,5,5,2,3,4,3,2,4,4,1,4,1,4,1,4,1,1,1,1,1,0,1,0,1,1,1,1,1,2,4,5,5,5,1,3,4,2,2,4,3,3,3,3,3,5,5,5,5,4,4,4,4,4,1,1,3,2,4,4,4,4,4,5,4,5,4,3,3,28,28,45,10,26,21,40,8,70,1,2,1,1,2.4697717898,5.10792336185414E+AC0-06,3.3902809783
162,1,22,1,2,5,7,2,2,3,2,5,3,2,3,2,3,3,1,4,2,2,5,3,2,4,1,5,4,3,3,4,3,5,5,1,3,1,5,5,2,2,2,6,4,3,1,3,3,4,4,4,4,4,4,4,3,4,4,1,3,1,3,3,3,2,1,1,1,1,1,0,0,0,0,0,0,2,4,2,2,3,3,5,4,3,3,4,4,4,2,3,2,4,4,4,3,3,3,2,4,3,3,2,2,2,2,4,4,2,3,4,4,2,1,2,3,4,20,22,44,22,16,29,34,4,54,1,1,4,1.3424226808,0.4711111828,0.0001004733,3.3536445627
67,2,20,3,2,4,8,1,100,2,3,2,4,2,2,2,3,2,3,4,3,2,2,4,1,3,3,4,2,2,2,4,4,4,2,1,2,5,2,3,3,3,2,2,2,6,2,3,3,4,3,1,3,2,2,4,4,4,3,2,3,2,2,4,2,3,4,1,1,1,0,0,1,1,0,0,0,4,5,5,1,4,1,4,1,1,1,1,2,3,1,2,2,2,2,3,2,4,3,3,2,2,3,3,5,4,4,3,3,1,2,1,2,1,2,5,4,4,15,20,26,30,14,37,24,5,42,1,1,3,1.4771212547,2.5976707472,0.005470102,3.3527138079
478,1,21,1,2,5,1,2,,5,2,4,2,3,3,2,4,2,3,4,2,2,4,4,4,2,1,2,2,4,3,1,1,1,2,4,1,1,3,2,1,1,5,6,6,6,6,3,3,3,4,3,3,3,4,3,2,4,4,1,4,1,4,1,4,1,1,1,1,1,0,0,0,1,1,0,1,2,2,4,4,4,3,2,4,3,4,2,4,3,4,3,2,3,3,4,4,3,3,3,2,3,3,2,3,3,2,4,4,4,4,4,4,4,4,4,3,4,23,22,22,22,29,27,40,6,66,1,1,4,1.3424226808,0.2425997651,9.95468576306257E+AC0-05,3.3508926557
228,2,26,1,2,5,1,1,3,4,2,5,2,4,2,1,4,1,1,4,1,2,5,1,1,4,1,5,5,2,4,1,1,5,4,1,4,1,5,5,2,2,6,6,7,7,5,3,2,3,5,4,2,4,4,4,2,4,4,1,4,1,4,1,4,2,2,1,1,1,1,1,0,1,1,0,0,3,1,5,5,5,5,3,5,3,3,4,5,2,5,1,1,5,5,4,4,4,4,4,4,4,3,1,2,2,2,4,4,4,3,3,3,5,3,2,5,5,25,27,46,13,31,23,38,7,76,1,2,4,1.1139433523,2.2273194157,0.0007079225,3.3495926708
107,1,39,3,2,4,7,2,0,2,2,4,4,2,4,3,3,2,3,4,4,2,3,5,4,2,2,5,3,3,2,3,4,2,3,3,3,1,3,4,4,3,3,3,3,3,1,3,3,4,3,3,4,3,3,3,3,4,3,1,3,4,2,3,2,2,3,1,0,1,1,1,0,1,1,0,1,5,2,3,4,3,2,5,4,3,3,4,2,2,1,3,3,3,4,4,2,2,2,3,2,1,3,3,3,3,3,4,1,2,3,2,1,4,1,2,3,3,16,18,30,32,13,32,26,7,48,2,3,3,1.5051499783,1.3288783755,5.00878587512816E+AC0-05,3.3206138009
